	d4Lin-_1	d4Lin-_2
201138_s_at	457.2583386054	653.5626938864
201139_s_at	1455.4993694018	1619.7624319405
201140_s_at	171.6067266339	195.4957655806
201141_at	20.368515046	120.4482674156
201142_at	431.7457732629	354.9977568217
201143_s_at	707.6140635507	767.1734251024
201144_s_at	1856.0707735282	1916.6221119746
201145_at	692.6509750833	714.9872001469
201146_at	526.8969656321	488.0393340104
201147_s_at	101.5726742804	156.4924919601
201148_s_at	220.2080417153	421.3470043114
201149_s_at	45.1651031016	53.8193797217
201150_s_at	423.583759388	539.2755310915
201151_s_at	82.3580517154	68.9674109655
201152_s_at	860.3401832082	1212.6248098068
201153_s_at	1186.0425643495	1632.999633495
201154_x_at	16640.5061905604	14857.5758666226
201155_s_at	443.0256213985	768.1603547926
201156_s_at	96.1501570722	101.2572948236
201157_s_at	435.9118436428	436.450519741
201158_at	165.4109855403	136.1438157743
201159_s_at	64.1064293308	53.3482404799
201160_s_at	1530.5248270486	1530.111147566
201161_s_at	572.1540894389	504.397089625
201162_at	361.8864154079	337.5355611882
201163_s_at	990.344327202	760.9996368526
201164_s_at	337.8486916346	422.8058775141
201165_s_at	273.0785836155	376.3334078834
201166_s_at	2503.014962102	2749.916932742
201167_x_at	108.2605349391	103.9942512643
201168_x_at	435.9734017183	692.2634279928
201169_s_at	30.5846786386	28.5741490455
201170_s_at	186.0310970053	550.7323612431
201171_at	26.2743167661	27.1908615063
201172_x_at	1631.4604767475	2510.7003032158
201173_x_at	1570.4035684837	2249.3062639916
201174_s_at	1694.4679479071	3066.1687089956
201175_at	884.4388554634	1114.3429872156
201176_s_at	645.0426496217	802.347167778
201177_s_at	2582.0506659886	2138.1038054993
201178_at	1307.817742691	1563.5703682183
201179_s_at	257.3616853905	301.4324274181
201180_s_at	4171.1240235178	5054.3566826483
201181_at	382.91471762	448.020948701
201182_s_at	331.8973401179	323.8922709011
201183_s_at	656.2042586476	1202.0614976232
201184_s_at	1248.5378491721	1476.5254187583
201185_at	63.6306455142	72.3919051363
201186_at	703.9797401918	884.6143233936
201187_s_at	71.441809592	71.075379774
201188_s_at	70.6235893526	61.4742762043
201189_s_at	108.5297582252	85.4008473874
201190_s_at	412.9284487235	291.7758641194
201191_at	209.9411238309	118.2721808615
201192_s_at	188.1931158619	182.4215606118
201193_at	2140.0562234799	2924.863881933
201194_at	457.6430528635	609.9859159353
201195_s_at	1020.146933605	1248.1235732711
201196_s_at	1047.3807012666	1083.6537018641
201197_at	1194.6209945007	1393.0710806815
201198_s_at	685.4532464632	584.3076765849
201199_s_at	891.2983116139	1097.9981381834
201200_at	1974.8465007604	2181.4532120983
201201_at	1009.898347852	1158.3774950735
201202_at	5903.0926578436	4650.8707017058
201203_s_at	36.6314636782	46.5090835765
201204_s_at	124.0320474107	201.1183773056
201205_at	54.4494749004	59.4356961301
201206_s_at	164.4819672278	228.2198264219
201207_at	110.9177754403	128.8416748301
201208_s_at	81.3682301289	86.7368629992
201209_at	1430.3791451335	1765.3576957681
201210_at	1989.1091703944	2317.8407230775
201211_s_at	80.8938899068	107.3273978417
201212_at	31.0791726514	148.1316554944
201213_at	204.1807877617	202.1060204192
201214_s_at	515.3951491145	563.6579286971
201215_at	103.3838603616	162.0673799114
201216_at	1870.4816642415	2443.9247609879
201217_x_at	25531.2177023209	20076.7235898775
201218_at	985.6045552948	942.5164037467
201219_at	350.9844179686	433.4077333281
201220_x_at	2216.5514655161	2578.5790721029
201221_s_at	1547.5694673555	2555.6151690997
201222_s_at	665.9097243865	1009.8475308593
201223_s_at	818.5663130988	823.9445563599
201224_s_at	971.071065312	1190.2927621284
201225_s_at	953.0174504842	1571.7947240075
201226_at	1646.2203267291	2406.3322682872
201227_s_at	3770.9470082029	4351.9699749081
201228_s_at	90.366270017	84.5619144892
201229_s_at	92.0964547762	85.6642152318
201230_s_at	426.6100477481	369.8953907697
201231_s_at	4723.5608114545	4106.7212895778
201232_s_at	637.2194829051	1071.6473595628
201233_at	191.1029500025	220.8448777247
201234_at	385.4694342072	664.4418399464
201235_s_at	48.7979675469	74.7238455189
201236_s_at	94.0849503379	235.4154956093
201237_at	492.7438781859	787.9603703152
201238_s_at	1139.2267707485	879.6047290131
201239_s_at	629.0713371231	744.161182847
201240_s_at	4528.8025821634	5327.4459726897
201241_at	2967.4225595666	3154.3153370194
201242_s_at	85.0771420082	245.0365685045
201243_s_at	301.1397677346	420.0578619294
201244_s_at	632.4051581147	880.7653979517
201245_s_at	324.368702155	407.9514336789
201246_s_at	153.3737528226	164.8237535479
201247_at	332.3800013892	389.3654970824
201248_s_at	214.793382838	247.5686161922
201249_at	25.5165770758	23.1713019177
201250_s_at	162.0366474198	154.6421129388
201251_at	422.4779983682	703.2951296729
201252_at	306.0679376879	364.8923018598
201253_s_at	1495.5689422121	1809.7487633941
201254_x_at	18972.3779217135	19454.8321638216
201255_x_at	515.8805485259	731.4201399571
201256_at	2925.9670995627	3251.4891186501
201257_x_at	25982.021809871	20626.2068765903
201258_at	6783.4368383216	4363.4268656984
201259_s_at	273.9287484956	266.5034742297
201260_s_at	1302.1256563896	1420.1337084768
201261_x_at	75.4896604688	82.5612794802
201262_s_at	37.7430625542	30.3974658593
201263_at	1745.6662813932	1675.6058257985
201264_at	331.6763119172	369.8773706399
201265_at	22.9837530512	20.9546020382
201266_at	1612.139273793	2138.6914843146
201267_s_at	455.6086925729	386.8882092139
201268_at	2475.1630843203	2314.479744198
201269_s_at	71.8290201119	75.1913192836
201270_x_at	722.7740591452	846.1080585678
201271_s_at	629.8726094429	872.1539103047
201272_at	847.4144452088	578.9395682702
201273_s_at	3053.9676877143	2664.7743049265
201274_at	1792.1911724984	1265.7782994382
201275_at	1995.4265762795	2773.9689912716
201276_at	116.5568731831	135.7462433637
201277_s_at	7069.0269260274	7978.8244912935
201278_at	131.4343614771	336.2239630494
201279_s_at	62.8949120526	133.4980552376
201280_s_at	126.5092950332	294.5358764381
201281_at	220.145130205	288.859052544
201282_at	93.348026623	92.2551143759
201283_s_at	35.7529390123	32.5765266773
201284_s_at	720.6889445174	417.5035829646
201285_at	948.7686957567	1653.1022917211
201286_at	21.4346811686	22.4685074332
201287_s_at	61.9051572436	49.8893118441
201288_at	8802.2115570213	8864.1150989199
201289_at	91.7131097051	298.1263924553
201290_at	5819.2242777265	5960.6259783995
201291_s_at	2349.8516526707	2637.6914078145
201292_at	1046.3208889792	838.294518056
201293_x_at	15530.5460608843	15896.1093351997
201294_s_at	196.7727237942	325.6119001884
201295_s_at	19.6932655455	14.8262323683
201296_s_at	1418.0804894087	2182.9534117652
201297_s_at	244.5159165844	352.5068348801
201298_s_at	585.755110001	693.5738947596
201299_s_at	223.6276606513	425.3519067707
201300_s_at	730.1324300436	711.9623594935
201301_s_at	377.0379650397	503.7426254214
201302_at	212.7662537165	255.0789954547
201303_at	2086.5028751686	1727.9194583147
201304_at	1415.149648698	1460.617865696
201305_x_at	9854.1394272533	10508.5904429538
201306_s_at	12754.9483917545	12240.1276317683
201307_at	743.9904166268	974.7670550287
201308_s_at	15.5010391893	16.8126004988
201309_x_at	129.0229913779	121.5383179833
201310_s_at	3674.4692080939	4123.5104233366
201311_s_at	495.7707887671	625.4097745902
201312_s_at	2333.931162655	2767.0100933187
201313_at	162.4984294477	298.2693079259
201314_at	225.5231186925	167.8009360416
201315_x_at	2296.3097838816	2916.5858989475
201316_at	745.1819430588	806.9574960455
201317_s_at	1498.5674835604	1207.90079266
201318_s_at	2339.5133452044	2558.2733909534
201319_at	1177.6931892511	1610.7382344442
201320_at	180.3624053748	270.9600815514
201321_s_at	179.214067271	189.8252769416
201322_at	4719.8205740447	4067.3908065069
201323_at	893.0817303401	704.1210748366
201324_at	46.7471022802	124.4979785497
201325_s_at	31.0437355053	57.617887535
201326_at	2895.0692544244	3477.7472344379
201327_s_at	1892.1564541512	2676.8780369109
201328_at	1109.3275575211	809.9443180473
201329_s_at	321.4740013892	354.0146575316
201330_at	645.139467281	651.9317860014
201331_s_at	471.9135302007	617.2106283462
201332_s_at	31.8061930826	40.0794907735
201333_s_at	97.0433619917	109.0508946269
201334_s_at	637.3569240792	866.5599078824
201335_s_at	40.460498463	33.5250091983
201336_at	1021.468256344	1454.7729607102
201337_s_at	51.4136679288	64.2695379117
201338_x_at	6581.6263980146	6721.16068767
201339_s_at	1293.4375295117	1568.7288225876
201340_s_at	44.2924891467	58.5706462292
201341_at	87.5141305334	147.8426560887
201342_at	674.7692649215	809.4321876362
201343_at	794.3038038867	843.2700758413
201344_at	137.7688168477	157.0772874624
201345_s_at	652.7796869538	697.4447436884
201346_at	1094.8357995368	1490.2805728136
201347_x_at	361.662843331	399.0337754965
201348_at	18.1401910734	16.0906246157
201349_at	471.5313902752	562.2462633371
201350_at	469.3509531361	427.0867354022
201351_s_at	1386.8478779493	1358.2980652498
201352_at	3252.6868721367	3163.239733123
201353_s_at	136.2274127327	148.0684163605
201354_s_at	273.5780455334	426.6533211251
201355_s_at	95.5371774552	102.545679138
201356_at	772.3804978146	762.3591062822
201357_s_at	57.3090491545	54.9121567474
201358_s_at	4118.1891687807	4460.1851722203
201359_at	906.6884220396	965.8856101485
201360_at	259.0191165664	522.8747721132
201361_at	402.7676455563	420.632272695
201362_at	389.7987578782	589.4113104476
201363_s_at	242.551706519	281.8869298296
201364_s_at	125.0881226015	174.7127211593
201365_at	269.5278247489	387.1710262251
201366_at	1147.717421075	1408.9688895271
201367_s_at	17.8773432023	15.8427238866
201368_at	3206.1504770277	3000.7469905268
201369_s_at	347.6239098834	574.097571065
201370_s_at	183.5313627983	179.9000798567
201371_s_at	1959.9753362281	2346.8734604091
201372_s_at	22.6413383898	21.7590449335
201373_at	138.6577222419	178.4177474988
201374_x_at	24.6685627009	26.1867419575
201375_s_at	537.0963035073	879.6623967501
201376_s_at	675.4502447039	834.0128860388
201377_at	1180.4258705494	1535.6512178566
201378_s_at	523.918898813	522.7306030878
201379_s_at	402.520611025	514.3079277175
201380_at	170.6757349665	167.3864408916
201381_x_at	2226.8324878989	2401.243783254
201382_at	91.276249571	96.623550951
201383_s_at	37.3452251552	33.288578958
201384_s_at	513.3849654931	847.2174334241
201385_at	3812.6368913294	4146.9073181732
201386_s_at	735.5733659216	657.6818709327
201387_s_at	72.8630409554	90.7136543344
201388_at	329.4135321419	369.9849924651
201389_at	209.6349127876	225.0094898064
201390_s_at	1654.0363013273	1925.266415903
201391_at	1164.3614845934	1026.8370614983
201392_s_at	38.9486397512	52.699600695
201393_s_at	79.5009088366	135.2053584645
201394_s_at	303.0535479534	397.9810199136
201395_at	1579.1837491114	1940.7986761165
201396_s_at	351.9187965307	343.5384379481
201397_at	333.5437548869	333.0849392389
201398_s_at	1922.3457453328	2861.0450192474
201399_s_at	248.7120481635	443.2966358161
201400_at	967.5636629983	1037.5586243785
201401_s_at	132.4413114541	129.7704528352
201402_at	132.6253390252	162.0783223267
201403_s_at	893.6968656908	1019.8492490967
201404_x_at	188.6224277019	226.8397937153
201405_s_at	706.6026379783	610.6159560486
201406_at	6085.8197903755	5781.6785181314
201407_s_at	620.7139518173	802.3500110464
201408_at	451.5273593692	419.5513320052
201409_s_at	590.3838511602	880.8919207077
201410_at	841.1645658148	1089.9630835263
201411_s_at	440.8423896391	535.481450081
201412_at	187.8534864112	207.4501066892
201413_at	1651.9657548644	2392.6349820285
201414_s_at	513.7420903903	633.0948984211
201415_at	948.9804995268	973.1611909347
201416_at	1103.3951918017	1499.2828617294
201417_at	1076.2716080377	1139.4796559199
201418_s_at	528.8472113629	712.1334588472
201419_at	488.2014748301	538.6807392238
201420_s_at	259.9348914665	281.7445107234
201421_s_at	488.4224190325	511.1558030259
201422_at	230.4324403088	761.4900984243
201423_s_at	749.4401153863	1077.9399958635
201424_s_at	725.9922033873	949.2060012576
201425_at	509.5880946133	872.1679369588
201426_s_at	2503.0624836174	2452.5477379927
201427_s_at	30.271344898	22.397437437
201428_at	36.2882451443	31.8271597008
201429_s_at	31417.9784714611	26273.7497744068
201430_s_at	18.3339704927	15.7919957374
201431_s_at	63.0106355697	62.1766634132
201432_at	10603.5332144017	9672.8539417446
201433_s_at	2150.232761921	2145.433150109
201434_at	432.8715831277	526.1580138812
201435_s_at	355.973458818	599.5600072194
201436_at	499.9793785069	697.710723041
201437_s_at	727.5485011231	1092.6326231084
201438_at	21.5988314122	65.0155981838
201439_at	50.8964901651	56.2661980939
201440_at	555.5878975987	517.492447569
201441_at	3023.7531092856	3431.7564487999
201442_s_at	22.1414141586	20.0066395081
201443_s_at	1430.0969907997	1830.3747718983
201444_s_at	153.5346176051	221.2744509401
201445_at	50.1950964136	66.9111432846
201446_s_at	369.7548804173	490.5547661063
201447_at	264.5925711615	289.6035055514
201448_at	588.2890291625	612.7700614821
201449_at	402.9373107891	449.3996323992
201450_s_at	542.5132327702	561.1052468253
201451_x_at	24.4808628614	23.99507926
201452_at	75.0785445707	78.031246349
201453_x_at	2787.3188458323	3542.6216859086
201454_s_at	599.241625231	670.3032503689
201455_s_at	287.9746474537	256.6485016078
201456_s_at	445.8441649938	568.5262935549
201457_x_at	1587.2361084208	1555.5099075817
201458_s_at	897.1621238111	1369.0973944865
201459_at	1159.4661002855	1042.1400533696
201460_at	218.9734387294	254.5626195182
201461_s_at	47.7727053241	65.0326245007
201462_at	433.1470677922	492.6344330101
201463_s_at	6131.0364412277	5885.0851111701
201464_x_at	62.5783367361	66.8785340773
201465_s_at	104.6093927623	102.4615636969
201466_s_at	26.7433499432	23.0700494567
201467_s_at	66.2325313439	44.4614882211
201468_s_at	244.867326342	193.9983566934
201469_s_at	45.5473205029	46.6488605542
201470_at	3622.7912954953	3063.5145846703
201471_s_at	511.3858206855	929.0163761649
201472_at	1589.1356496146	1888.4811034945
201473_at	74.0115532436	175.5279538221
201474_s_at	51.9575226658	46.9556093315
201475_x_at	493.2042577011	620.2467234089
201476_s_at	203.8118464276	239.6874888639
201477_s_at	2131.0709213861	2957.8941844378
201478_s_at	2100.431082405	2648.3195834422
201479_at	5381.0884817333	6377.6969767157
201480_s_at	398.3733354629	626.78072827
201481_s_at	177.5064259439	202.7609198553
201482_at	184.5797216797	340.6078470572
201483_s_at	272.7086314562	313.717601807
201484_at	366.8909422941	627.2969035105
201485_s_at	313.5438745534	302.314259576
201486_at	325.653331307	301.6530264701
201487_at	1200.7704262728	1543.147814617
201488_x_at	728.7551495221	1011.0448681514
201489_at	1384.6651577467	1565.023886848
201490_s_at	219.3315269141	234.2838122084
201491_at	1100.4826701007	933.5802511039
201492_s_at	34642.9426398261	28516.3419516427
201493_s_at	839.0992561905	1203.7792286235
201494_at	389.1023783603	427.0355752795
201495_x_at	44.8640690145	48.6995258255
201496_x_at	23.4938952159	23.2455218577
201497_x_at	76.696162688	95.0898900033
201498_at	1578.5024763434	2170.9060202034
201499_s_at	729.0715707058	1042.3395113643
201500_s_at	521.8278658326	560.5658166578
201501_s_at	1488.759394071	1353.6387678172
201502_s_at	390.8615911118	764.4784522021
201503_at	1714.4852786184	2384.2620797557
201504_s_at	190.0666513235	218.9143655193
201505_at	11.6656030738	12.3787391024
201506_at	132.7755921788	599.1695931586
201507_at	562.0935256567	699.6099841447
201508_at	75.542291727	62.4384917476
201509_at	622.0914812566	519.3182260365
201510_at	34.1605919305	38.6321872582
201511_at	379.1654874545	371.771613631
201512_s_at	302.1310377305	277.5422598377
201513_at	418.2955778994	490.9058836502
201514_s_at	442.2441912969	956.8534106026
201515_s_at	1822.0309264696	2075.8548339445
201516_at	886.9667087924	1001.3171048204
201517_at	797.6507786467	895.6044616037
201518_at	1454.7880626074	1425.8963452166
201519_at	1340.5741004858	1409.9007101554
201520_s_at	701.351182394	776.6737623612
201521_s_at	189.2632882326	299.2273052818
201522_x_at	1039.8069035308	1384.0198317131
201523_x_at	246.3216258446	236.7184408718
201524_x_at	1099.163400252	1243.2496932599
201525_at	38.1853690231	38.2353350082
201526_at	241.2083590563	289.6878235735
201527_at	1128.1171088758	1294.4880294985
201528_at	3931.5303299739	4110.5925446974
201529_s_at	647.2565333252	674.9566837013
201530_x_at	7256.593130791	6432.3564758368
201531_at	199.5798680263	517.0935246033
201532_at	1425.3185139565	1320.9013329525
201533_at	201.3562067583	362.3884991239
201534_s_at	32.1361834929	40.0771827035
201535_at	225.1756343581	172.8099124205
201536_at	252.4593977034	425.3194015572
201537_s_at	52.5038686887	76.9109992542
201538_s_at	38.4313471674	38.9074223837
201539_s_at	44.1741588727	44.1045785274
201540_at	400.6706239647	389.8734157424
201541_s_at	617.7828536462	491.4711579861
201542_at	987.2748513473	1363.2419805672
201543_s_at	173.3667274967	179.9752827071
201544_x_at	3348.7626541998	3767.7723216723
201545_s_at	240.2443209899	495.3024614203
201546_at	1139.9476540834	1711.4253806766
201547_at	17.728650558	18.4843175593
201548_s_at	653.5722237694	608.6509056313
201549_x_at	461.2748291877	447.2101189078
201550_x_at	17833.5998896343	16767.0043592789
201551_s_at	27.4761343696	25.182306794
201552_at	1375.5247145366	1554.8959249183
