	Lin-_1	Lin-_2	MNC_1	MNC_2
205544_s_at	31.9930802149	45.7528087335	188.1700004236	191.099979348
205545_x_at	740.1051825611	760.8218003084	553.0541682757	557.730918829
205546_s_at	785.5435208229	780.3597362126	1443.1865055347	1308.3351803768
205547_s_at	80.3608778009	72.2669091639	198.7311814928	186.1192458644
205548_s_at	514.3424135193	499.7527506525	156.0370601193	171.5519900607
205549_at	18.6246478582	17.8823505435	19.3216924965	16.7878315445
205550_s_at	882.4560919691	854.1164393493	621.493677513	606.1249087232
205551_at	26.0346350455	32.1362959335	29.1857847419	30.6011873023
205552_s_at	109.5056856022	112.0906798577	475.0453570583	449.5669891466
205553_s_at	26.1614250196	27.3079104924	24.1811328618	29.3104836236
205554_s_at	244.5265859568	232.8217438497	131.2991497854	132.9565629704
205555_s_at	39.1842869461	33.9369924567	47.4515527178	54.4299786219
205556_at	23.2431390218	17.178256629	20.4640254219	20.0028382822
205557_at	206.9303140807	219.6659826627	4085.4019423702	3662.904677683
205558_at	95.5562293493	104.241504052	135.1771306844	158.6298382249
205559_s_at	119.5134902456	106.8216279253	1056.1816475239	969.1250360064
205560_at	67.3036015707	54.9275625048	218.2773185829	284.0628824669
205561_at	176.4493208348	181.1868942891	166.6377386656	185.5082527916
205562_at	328.2826549105	318.5562323301	357.5196659146	407.0040220235
205563_at	36.7415060777	43.2016637171	41.3390244286	37.6948612582
205564_at	22.5873962896	23.4567983132	24.3613985663	22.1085553778
205565_s_at	249.2459098208	250.6844185253	113.5828937764	127.1368123522
205566_at	111.8904041355	112.3464310933	151.7027927617	167.3359309778
205567_at	26.6697352402	23.7777938273	27.4227219377	25.0681512293
205568_at	115.6197730725	141.2841199557	8450.8542683554	7424.5971975946
205569_at	29.9896246245	32.8864454131	91.7365817998	106.6580208244
205570_at	533.3973393861	510.5018962185	947.1702208389	907.5597165478
205571_at	241.3567453945	238.6650840439	208.6875595268	243.6438700686
205572_at	100.14396146	120.699002285	44.3149182119	46.7720960273
205573_s_at	68.3735589741	60.8931593765	29.551412733	19.9527974129
205574_x_at	67.8533544773	63.6595468637	37.350722894	24.0506636613
205575_at	35.731175424	28.7100482439	43.3637210163	33.4935793671
205576_at	19.3517992578	15.3223910585	14.6704780661	16.0022981887
205577_at	106.89650969	89.8353690259	183.1055809947	209.1835956637
205578_at	41.1192559974	41.4458731185	29.6134033475	35.4569386875
205579_at	20.1891015518	19.2087033407	15.4831026196	15.9965177857
205580_s_at	21.3302701932	24.9729155274	20.4449320345	32.1108105964
205581_s_at	88.813658582	81.6979291648	129.0150446498	112.0230979561
205582_s_at	72.0825984739	67.8816030272	129.7716625608	107.7919201069
205583_s_at	1126.7648028604	1063.6524679079	966.8266517168	882.3758188635
205584_at	918.1401005896	855.8957577188	840.6912867967	760.8525857798
205585_at	178.7193802173	183.0913087551	123.9667013728	141.2504516386
205586_x_at	37.193108732	46.3226565702	42.026471687	47.4211588726
205587_at	50.5322824452	62.0144382325	38.137574137	54.6402896477
205588_s_at	283.5901299322	308.1335399429	322.8139381163	346.1065391608
205589_at	56.9407538266	60.9866050998	75.3654616682	59.6520164856
205590_at	354.9870301826	370.3833234932	2888.5698905526	2518.4938938379
205591_at	28.6326241233	24.2672025316	27.9862194361	21.9278389219
205592_at	174.9320555054	172.1331996845	2993.3266600505	2713.929707313
205593_s_at	99.0357838173	110.7644935065	178.1207153457	195.3616919798
205594_at	67.6608924384	76.5269432025	120.2522899373	127.3561727065
205595_at	26.5819323835	24.1160517417	26.2236435264	22.2284229324
205596_s_at	637.6368311392	599.9095413427	1051.1306099715	864.4430263716
205597_at	67.4007766858	77.6023237734	39.7598139371	36.1799171531
205598_at	81.3522679941	99.2484512852	74.7047337733	68.8238653754
205599_at	154.8893985311	159.3579272306	288.5317032943	331.5264425218
205600_x_at	65.5089752038	55.50034346	51.6945492849	39.2758314972
205601_s_at	114.0097715982	137.8977926004	49.9330371877	60.0962787495
205602_x_at	27.2258219488	24.0214016622	25.2925988965	28.7611107267
205603_s_at	253.6588983236	243.7984937484	327.6399766195	338.178011581
205604_at	35.6822580221	37.4944616285	34.5156172444	34.4897958062
205605_at	48.9620932906	44.0762973224	48.1255865837	46.0427891828
205606_at	62.3401429598	63.264382861	38.5663130533	29.1860745197
205607_s_at	321.706750689	329.3912471633	355.9465050275	348.7228877918
205608_s_at	192.6903274914	188.860995849	33.4135771564	46.773771121
205609_at	614.4207629834	576.504152157	71.3554251405	80.1574613823
205610_at	161.4071070232	181.3759697441	190.293188303	184.4583537859
205611_at	135.7301635221	137.8978184699	369.5388117529	363.1909079638
205612_at	165.6876850122	174.9116899926	74.4982081426	84.7627218855
205613_at	58.7947232151	58.0130978034	79.289182196	87.000828477
205614_x_at	149.6122628367	159.0595001181	172.0618728309	190.1821469499
205615_at	35.8652954322	39.144569972	33.4721289132	37.7716176168
205616_at	65.2030126176	61.6229347621	63.2092889003	59.3666400777
205617_at	38.0747749602	35.0928582801	39.6751916739	34.7175876012
205618_at	53.4550344386	43.9110678622	34.8040527301	38.7371795228
205619_s_at	39.3635533412	37.5548596747	94.6328227379	64.4110787396
205620_at	30.5625866097	25.353535373	32.0270367331	28.6632915089
205621_at	198.0928646772	240.6688100662	221.0555963918	273.4333835654
205622_at	203.3523863589	202.2289159863	183.7267694433	207.4129207903
205623_at	30.4440249502	29.5486133086	31.08860938	28.6502616741
205624_at	5812.2649275769	5772.3969248566	455.5884666683	490.1242917968
205625_s_at	16.881419857	16.1798511675	13.6034851831	16.8352939149
205626_s_at	14.7758183351	14.5075447521	11.9282547628	12.4412847204
205627_at	60.6118760459	69.3311399692	1790.0017988021	1723.2765153246
205628_at	332.8082718981	358.504745287	198.6939230084	212.3516941418
205629_s_at	79.5307907686	82.6559429212	83.5048384111	76.9480198718
205630_at	15.7473000594	14.9174880734	13.4483194378	16.2743083067
205631_at	297.2517396297	279.3755149595	189.03375756	197.8406918214
205632_s_at	452.0112270111	501.9400870547	384.842832559	376.4871240533
205633_s_at	227.374296006	221.8530639137	287.8718844894	301.7951845171
205634_x_at	185.1840933201	173.9706058694	141.3242773717	136.8622717575
205635_at	14.3878770049	12.3496331856	10.5837055601	15.5404114452
205636_at	43.0647843174	47.175325941	44.0227547308	53.1427019515
205637_s_at	143.5773578158	165.5409235581	38.8896622283	38.6886389093
205638_at	22.2688689572	15.5586305228	12.9140313402	17.3046821537
205639_at	486.7738279178	518.5713501674	4133.5072103488	3821.1766227811
205640_at	123.760815287	110.6394867625	824.7002678805	752.0123563695
205641_s_at	228.4629359887	234.1851505653	328.8544825134	368.5952715728
205642_at	440.7170523309	450.7634007332	305.2084025875	338.9353124596
205643_s_at	13.8022787953	14.3250564495	13.5727374003	16.5562477518
205644_s_at	1162.3645064232	1075.8401115673	736.4171662501	733.3708510456
205645_at	251.7759735302	227.1335916337	864.9101090394	843.0714562362
205646_s_at	38.6980655284	37.1313213585	42.0828339221	33.9020625713
205647_at	1197.0676141036	1199.2534488175	858.2286701624	806.8713428079
205648_at	15.6230086196	15.4441850478	16.4874960413	18.3135051351
205649_s_at	10.7248591372	11.8223031543	9.7644869611	13.0207068116
205650_s_at	18.5949021881	22.0523247086	18.5935341958	18.9856522778
205651_x_at	27.9037712852	32.8178885723	16.4181741974	23.7171663625
205652_s_at	198.509769152	191.1478790296	132.1404251993	129.8279917751
205653_at	872.1509651594	829.6904542247	536.4917694369	554.014072124
205654_at	36.4007539102	37.1357867657	92.9333224553	85.4015342868
205655_at	50.859641301	52.487390411	57.3507024724	58.4894681749
205656_at	35.9078879245	36.3882971794	38.9448731258	38.993760705
205657_at	133.6036000662	132.6682448678	123.1368779152	122.5059576608
205658_s_at	160.7067074104	156.6282525312	113.4659927994	127.3777936184
205659_at	146.4607174076	161.0452716728	163.8299211595	189.7186970551
205660_at	37.2920683213	38.6277622415	227.1356023151	234.9174904852
205661_s_at	284.1457206808	287.4016618458	184.8973471529	182.8334443324
205662_at	112.8785158594	121.3714458551	97.3444807904	85.3022768535
205663_at	49.6942543734	70.9995744948	68.7905915151	56.2654484714
205664_at	338.7432862788	377.9675990049	358.445429143	392.0344704164
205665_at	26.2478101018	30.0538738949	26.7688866692	25.3894040626
205666_at	59.2049945554	75.2281339954	47.8534271793	33.3257503195
205667_at	1115.2923140549	1086.9188867894	485.197201874	468.4110436732
205668_at	455.3055993313	483.8482474349	543.216512672	434.5526505309
205669_at	16.6252088808	13.0956564095	10.9417323022	15.1182205494
205670_at	65.9802531312	51.0263947135	57.2101779424	53.0170213351
205671_s_at	77.8223275233	69.8905614676	389.5328344058	410.0498029413
205672_at	473.4985498114	526.9055888329	399.0589013106	402.6871490781
205673_s_at	1009.173113707	938.9943499924	139.0140984138	143.9398090041
205674_x_at	116.8486156737	108.7594667034	115.5508865206	112.1051040416
205675_at	14.2957450506	12.8175864209	10.5424743863	12.6033628457
205676_at	48.8546575046	36.0468863908	18.9109265338	19.5019555618
205677_s_at	375.4624696629	382.9146249318	121.8304266903	150.5889073012
205678_at	37.2967206544	39.9884993088	79.0514815547	91.8416400979
205679_x_at	53.5181057297	58.61583846	81.8145764801	61.3885590996
205680_at	16.9701850635	19.3407319985	15.9560483155	17.5324382954
205681_at	662.0120805072	596.6043886218	10670.4778917625	9799.6993113106
205682_x_at	205.5281580699	203.337856346	117.4462098883	124.4537457308
205683_x_at	1721.0161217361	1632.9929600401	155.6364734541	139.6049739271
205684_s_at	542.7912956849	520.2079831223	535.9940155904	463.6441783315
205685_at	57.9721351011	68.7896061711	903.0334629543	795.0231498854
205686_s_at	40.6211905237	58.856928932	518.8821751712	527.4393243081
205687_at	206.1181201331	209.9363308952	142.6596322681	149.4073623699
205688_at	48.3804882335	40.6957195173	34.3227745733	44.4240798197
205689_at	83.6554003388	85.1997680436	70.3943608798	84.2826987591
205690_s_at	2472.7826078982	2302.8370353958	2344.292015853	2199.2742849516
205691_at	128.7451878311	133.0367771227	33.306135509	36.4644436489
205692_s_at	197.4959630218	201.7469027537	195.0165901116	221.2218850562
205693_at	144.3067174198	128.8045517987	126.2639266098	129.5562556682
205694_at	11.7145811027	10.5784240234	8.7384829467	11.9358810836
205695_at	91.2142425414	87.2779107734	73.7153602839	91.9797191333
205696_s_at	16.6043319907	16.3957855655	15.8491687151	18.6271896494
205697_at	41.2659401708	43.4379868767	47.5874000128	47.6844189219
205698_s_at	265.3693993825	255.694190221	728.2596840476	715.9658779439
205699_at	64.5026924925	51.8007826262	93.6918575778	97.6301044136
205700_at	40.5118571917	31.3180342001	27.3771042717	41.4744305625
205701_at	107.4726209128	90.212015935	97.2314640069	105.3755869781
205702_at	519.4433969474	547.5543223506	563.5899395583	517.0281025089
205703_at	53.7440895549	61.0268572541	35.7903710907	27.4790958634
205704_s_at	303.351118025	355.9888947875	169.6564668231	161.3633675547
205705_at	111.3102646636	110.4574308446	73.2587375011	80.5907632522
205706_s_at	104.3015596695	124.5079814085	65.2218951389	79.0445092239
205707_at	107.1752374284	109.8140982307	435.3890762144	483.6120849497
205708_s_at	76.8634932356	76.5969950986	148.3698425655	165.9348320307
205709_s_at	15.6284756807	11.0834926235	18.9673723752	14.8010278763
205710_at	70.4245413067	47.4955269492	35.6768990607	27.7342119978
205711_x_at	7158.6806866884	6773.1503129264	4067.2459327478	3637.9868128118
205712_at	54.9182532895	75.0969385695	13.9327227964	18.2645119423
205713_s_at	35.2797743832	33.2141255371	38.018516591	34.4798729108
205714_s_at	92.7834764801	95.4112356781	117.8718598382	117.5790742857
205715_at	371.1617999312	398.4653995191	2576.6481575101	2174.5487575311
205716_at	81.7909410031	71.2667558931	140.2173266552	159.3649753728
205717_x_at	81.2423792411	175.5168611427	41.0793498071	49.6304372429
205718_at	272.1566576435	295.8225081604	1071.5347046582	1011.3836979388
205719_s_at	15.6916459601	14.0855602313	12.6485635917	17.1010934323
205720_at	119.3904273151	104.4935571845	86.9879407314	95.4550505311
205721_at	34.5596387339	27.4494167244	40.3273011222	41.5383456981
205722_s_at	42.0558089776	53.1868035707	46.3126819825	41.7022449522
205723_at	55.6508770066	58.2956583354	69.6393163648	56.5373643194
205724_at	41.5934346364	33.5924777471	43.351125789	38.3372240547
205725_at	15.9899557842	12.4130987929	15.96069143	17.5329857118
205726_at	389.725669765	388.487643203	594.7185821466	572.8723399925
205727_at	15.2836395248	15.8535777071	15.8701868448	13.8090499788
205728_at	38.0108776343	38.3692374711	421.2595599399	423.1888944379
205729_at	16.0453412582	13.5245462661	11.6484752858	16.1830570422
205730_s_at	193.9823282858	264.9523682655	191.4575263718	204.0775647575
205731_s_at	70.6099371897	71.5277682879	104.175962708	111.4323373662
205732_s_at	22.2878186125	22.0710287905	31.9133999838	42.8626177122
205733_at	1033.5398576458	924.6801115785	564.9182709987	576.680152463
205734_s_at	61.1796602983	56.0300677346	66.6055039906	55.9011657957
205735_s_at	62.1756448072	62.2794687305	47.33436351	59.5674030703
205736_at	68.6410462481	67.7705865464	100.9280503107	119.5729972078
205737_at	39.7212594638	38.7019031418	44.9366715333	40.3637089509
205738_s_at	24.0628782814	19.0195806781	20.0547877161	24.7884368827
205739_x_at	270.7242059026	276.1438140133	250.8577145407	271.0775419085
205740_s_at	1034.7321789529	1003.8162772686	670.1536179483	725.9911865062
205741_s_at	20.5051974335	17.86784736	25.0679143546	20.0032091806
205742_at	60.3361164437	66.70201778	52.6962070021	52.4879682556
205743_at	419.5607127108	345.8146066319	74.6986512581	81.2212049676
205744_at	25.3845127552	26.1708453802	25.6134041806	27.2101330901
205745_x_at	501.4436292652	500.0686261093	794.4110114128	725.0193417469
205746_s_at	53.1635703052	52.1651786969	66.8163697618	79.6170754874
205747_at	12.8686514967	12.2932278615	9.9463009193	11.5980314736
205748_s_at	161.8216233707	151.8160057873	148.1741941379	160.8692768312
205749_at	21.7797822734	16.1333031003	15.8611016132	20.5369193314
205750_at	210.2396953979	214.3830747125	92.4210622174	93.9422341957
205751_at	14.8868462265	17.8630637637	9.8789548512	15.4191683858
205752_s_at	53.4682601408	33.467936045	21.4759230526	21.6589695541
205753_at	25.4201162256	23.1054293134	22.8831302582	27.5137418032
205754_at	39.9638247958	35.0354878768	38.9539842114	40.3195023227
205755_at	45.5236167331	41.1176060858	47.9324074785	48.8389459217
205756_s_at	43.1197241892	49.6981864703	95.8586090665	95.7676090896
205757_at	319.8206284563	329.5732830302	223.0111544307	235.5768537025
205758_at	97.0618635537	80.6027505148	2105.6910966523	1808.8719017
205759_s_at	44.2079711238	58.0433009011	55.9551768505	50.0271218164
205760_s_at	329.4226651168	280.0555625659	253.6538742509	240.0281144834
205761_s_at	212.5989474247	226.161240025	91.4067029946	108.0282789545
205762_s_at	147.8180755698	152.930946712	73.1575717137	71.605832638
205763_s_at	1480.7790108157	1379.8252200114	1062.5132725405	1060.1546018868
205764_at	14.4382815857	14.9886052212	13.9269437509	15.9337199119
205765_at	19.3161380726	18.1321282874	25.6220644418	23.9466203808
205766_at	150.1580140459	150.9667248004	135.1510516083	139.218401386
205767_at	866.082992122	866.2453355542	185.9283211052	195.3542252407
205768_s_at	386.5618183357	412.1946863651	65.9227458836	87.9328126803
205769_at	397.5072155724	416.7067145966	68.4272664162	77.7641973461
205770_at	230.5186731568	227.0950922447	278.0293835782	314.9990336582
205771_s_at	811.2747192898	706.0940004469	698.9097540848	655.572135299
205772_s_at	22.6316027304	15.1962058374	30.2133044803	25.2817661749
205773_at	75.0505102569	92.0193503992	217.3475109989	208.4858291225
205774_at	101.447016706	90.2847973888	165.1508770424	167.4775234942
205775_at	236.2871441004	230.3735223042	148.8231837243	165.5779830726
205776_at	40.4402805714	55.2608356706	64.3316669876	79.0813384325
205777_at	31.2922883037	34.7856897928	42.5342468141	32.0350188876
205778_at	53.4686696117	52.5405249795	66.8211868583	62.008835457
205779_at	26.9930305819	26.3091602687	16.4685743453	20.4775599898
205780_at	107.4943013857	123.9274702112	250.673821621	234.1336122843
205781_at	243.276568292	264.034541599	647.9669817787	586.4061960841
205782_at	17.8859967889	12.0245696546	13.2138184033	14.2737293245
205783_at	13.4120131882	12.9156366336	12.791958609	12.958634503
205784_x_at	95.4609678078	108.0438383694	115.0601661407	119.5795916623
205785_at	30.8594529842	36.938251357	76.3280884137	82.5352253786
205786_s_at	396.4353328658	362.1383394468	4849.9513487618	4082.5750575022
